IDNr,Genus,Species,Cultivar,Dutch,English,From_where,Rootstock_species,Rootstock_source,Date_seeded,Date_grafted,Date_planted,Date_sold,Price,Size,Pot,Picture_filename,Comment,Customer,Long,Lat
21-0153,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0154,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0155,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0156,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0157,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0158,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0159,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0160,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0161,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0162,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0163,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0164,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0165,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0166,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0167,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0168,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0169,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0170,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0171,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0172,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0173,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0174,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0175,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0176,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0177,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0178,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,16x uit tafel 1 (entomatic #6),,,
21-0179,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,16x uit tafel 1 (entomatic #6),,,
21-0180,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0181,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,16x uit tafel 1 (entomatic #6),,,
21-0182,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,16x uit tafel 1 (entomatic #6),,,
21-0183,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,16x uit tafel 1 (entomatic #6),,,
21-0184,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,16x uit tafel 1 (entomatic #6),,,
21-0185,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,16x uit tafel 1 (entomatic #6),,,
21-0186,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0187,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0188,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0189,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0190,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,16x uit tafel 1 (entomatic #6),,,
21-0191,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,55x uit Tafel 5 (entomatic #5),,,
21-0192,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,55x uit Tafel 5 (entomatic #5),,,
21-0193,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,55x uit Tafel 5 (entomatic #5),,,
21-0194,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,55x uit Tafel 5 (entomatic #5),,,
21-0195,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,55x uit Tafel 5 (entomatic #5),,,
21-0196,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,55x uit Tafel 5 (entomatic #5),,,
21-0197,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0198,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0199,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0200,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0201,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0202,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0203,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0204,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0205,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0206,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0207,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0208,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0209,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0210,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0211,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0212,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0213,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0214,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0215,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0216,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0217,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0218,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0219,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0220,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0221,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0222,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0223,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0224,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0225,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0226,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0227,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0228,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0229,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0230,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0231,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0232,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0233,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0234,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0235,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0236,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0237,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,55x uit Tafel 5 (entomatic #5),,,
21-0238,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0239,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0240,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0241,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0242,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0243,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0244,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0245,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,55x uit Tafel 5 (entomatic #5),,,
21-0246,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-12,2021-02-04,2021-05-26,,,x,,9x uit tafel 4 (entomatic #),,,
21-0247,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-12,2021-02-04,2021-05-26,,,x,,9x uit tafel 4 (entomatic #),,,
21-0248,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-12,2021-02-04,2021-05-26,,,x,,9x uit tafel 4 (entomatic #),,,
21-0249,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-12,2021-02-04,2021-05-26,,,x,,9x uit tafel 4 (entomatic #),,,
21-0250,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-12,2021-02-04,2021-05-26,,,x,,9x uit tafel 4 (entomatic #),,,
21-0251,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-12,2021-02-04,2021-05-26,,,x,,9x uit tafel 4 (entomatic #),,,
21-0252,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-12,2021-02-04,2021-05-26,,,x,,9x uit tafel 4 (entomatic #),,,
21-0253,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-12,2021-02-04,2021-05-26,,,x,,9x uit tafel 4 (entomatic #),,,
21-0254,Castanea,sativa x cr.,Maridonne,Tamme kastanje,Chestnut,Makeblijde/ART,Castanea sativa,J.Aerts,,2020-01-12,2021-02-04,2021-05-26,,,x,,9x uit tafel 4 (entomatic #),,,
21-0255,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,,30,,W,,49x uit Tafel 4 (entomatic #),,,
21-0256,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,,30,,W,,49x uit Tafel 4 (entomatic #),,,
21-0257,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0258,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0259,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0260,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0261,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0262,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0263,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0264,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0265,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0266,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0267,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0268,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0269,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0270,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0271,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0272,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0273,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0274,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0275,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0276,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0277,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0278,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
21-0279,Castanea,sativa x cr.,Maraval,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-16,2021-02-04,2021-05-26,,,x,,49x uit Tafel 4 (entomatic #),,,
