IDNr,Genus,Species,Cultivar,Dutch,English,From_where,Rootstock_species,Rootstock_source,Date_seeded,Date_grafted,Date_planted,Date_sold,Price,Size,Pot,Picture_filename,Comment,Customer,Long,Lat
21-1545,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Laak,Castanea sativa,PCC van Hasselt,,2021-03-17,2021-04-06,,30,,C3,,38 x ‘MdL’ op 1/0 in C3 uit tafel 1,,,
21-1546,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Laak,Castanea sativa,PCC van Hasselt,,2021-03-17,2021-04-06,,30,,C3,,38 x ‘MdL’ op 1/0 in C3 uit tafel 1,,,
21-1547,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Laak,Castanea sativa,PCC van Hasselt,,2021-03-17,2021-04-06,,30,,C3,,38 x ‘MdL’ op 1/0 in C3 uit tafel 1,,,
21-1548,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Laak,Castanea sativa,PCC van Hasselt,,2021-03-17,2021-04-06,,30,,C3,,38 x ‘MdL’ op 1/0 in C3 uit tafel 1,,,
21-1549,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Laak,Castanea sativa,PCC van Hasselt,,2021-03-17,2021-04-06,,30,,C3,,38 x ‘MdL’ op 1/0 in C3 uit tafel 1,,,
21-1550,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1551,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1552,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1553,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1554,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1555,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1556,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1557,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1558,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1559,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1560,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1561,Juglans,regia,Broadview,Walnoot,Walnut,Soestdijk,Juglans regia,Kwekerij culinair,,2021-03-17,2021-04-06,,,,C3,,12 x op eigen onderstam 1/0 in C3 uit tafel 1,,,
21-1562,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1563,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1564,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1565,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1566,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1567,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1568,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1569,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1570,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1571,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1572,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1573,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1574,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1575,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1576,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1577,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1578,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1579,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1580,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1581,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1582,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1583,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1584,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1585,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1586,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1587,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1588,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1589,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1590,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1591,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1592,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1593,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1594,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1595,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,34x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1596,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1597,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1598,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1599,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1600,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1601,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1602,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1603,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1604,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1605,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1606,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1607,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1608,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1609,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1610,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1611,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1612,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1613,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1614,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1615,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1616,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1617,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1618,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1619,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1620,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1621,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1622,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1623,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1624,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1625,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1626,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1627,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1628,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1629,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1630,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1631,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1632,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1633,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1634,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1635,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1636,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1637,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1638,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1639,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-19,2021-04-08,,30,,C3,,44x op 1/0 onderstammen in C3 uit tafel 5,,,
21-1640,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1641,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1642,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1643,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1644,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1645,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1646,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1647,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1648,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1649,Castanea,sativa,,Tamme kastanje hakhout,Chestnut coppice,,,J.Aerts,,,,,10,,C3,,11x in C3,,,
21-1650,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1651,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1652,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1653,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1654,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1655,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1656,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1657,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1658,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1659,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1660,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1661,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1662,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1663,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1664,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1665,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1666,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1667,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1668,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1669,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1670,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1671,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1672,Salix,alba,Vittelina,Gele bindwilg,Golden willow,,,De Vrolijke Noot,,,,,10,,C3,,23x in C3,,,
21-1673,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-22,2021-04-12,,30,,C3,,58x op 1/0 onderstammen in C3 uit tafel 3,,,
21-1674,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-22,2021-04-12,,30,,C3,,58x op 1/0 onderstammen in C3 uit tafel 3,,,
21-1675,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-22,2021-04-12,,30,,C3,,58x op 1/0 onderstammen in C3 uit tafel 3,,,
21-1676,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-03-22,2021-04-12,,30,,C3,,58x op 1/0 onderstammen in C3 uit tafel 3,,,
